Ranges: [0.000049-0.000079, 0.000079-0.000128, 0.000128-0.000207, 0.000207-0.000334, 0.000334-0.000541, 0.000541-0.000875, 0.000875-0.001416, 0.001416-0.002291, 0.002291-0.003707, 0.003707-0.005998, 0.005998-0.009706, 0.009706-0.015704, 0.015704-0.025410, 0.025410-0.041114, 0.041114-0.066524, 0.066524-0.107638, 0.107638-0.174161, 0.174161-0.281799, 0.281799-0.455960, 0.455960-0.737758, 0.737758-0.999951]
Miss_counts: [2500, 1000, 1500, 1000, 500, 2000, 9500, 2500, 1000, 500, 2000, 18000, 44500, 2500, 0, 0, 1000, 2000, 0, 1000, 1500]
Range_probabilities: [0.000002, 0.000002, 0.000002, 0.000002, 0.000002, 0.000005, 0.000027, 0.000017, 0.000004, 0.000002, 0.000006, 0.013598, 0.985525, 0.000796, 0.000002, 0.000002, 0.000002, 0.000002, 0.000002, 0.000002, 0.000002]
Range_scores: [0.995199, 0.998077, 1.268352, 1.614923, 1.271408, 3.317395, 17.644578, 11.036931, 2.613000, 1.270796, 4.219792, 8871.264171, 642342.300162, 519.249886, 1.000000, 1.000000, 0.998077, 0.996158, 1.000000, 0.998077, 0.997117]
Miss_counts: [2500, 1000, 1500, 1000, 500, 2000, 9500, 2500, 1000, 500, 2000, 18000, 45000, 2500, 0, 0, 1000, 2000, 0, 1000, 1500]
Range_probabilities: [0.000002, 0.000002, 0.000002, 0.000002, 0.000002, 0.000005, 0.000027, 0.000017, 0.000004, 0.000002, 0.000006, 0.013611, 0.985511, 0.000797, 0.000002, 0.000002, 0.000002, 0.000002, 0.000002, 0.000002, 0.000002]
Range_scores: [0.995199, 0.998077, 1.268352, 1.614923, 1.271408, 3.317395, 17.644578, 11.036931, 2.613000, 1.270796, 4.219792, 8871.264171, 642033.271812, 519.249886, 1.000000, 1.000000, 0.998077, 0.996158, 1.000000, 0.998077, 0.997117]
Miss_counts: [2500, 1000, 1500, 1000, 500, 2000, 9500, 2500, 1000, 500, 2000, 18000, 45500, 2500, 0, 0, 1000, 2000, 0, 1000, 1500]
Range_probabilities: [0.000002, 0.000002, 0.000002, 0.000002, 0.000002, 0.000005, 0.000027, 0.000017, 0.000004, 0.000002, 0.000006, 0.013617, 0.985504, 0.000797, 0.000002, 0.000002, 0.000002, 0.000002, 0.000002, 0.000002, 0.000002]
Range_scores: [0.995199, 0.998077, 1.268352, 1.614923, 1.271408, 3.317395, 17.644578, 11.036931, 2.613000, 1.270796, 4.219792, 8871.264171, 641415.661056, 519.249886, 1.000000, 1.000000, 0.998077, 0.996158, 1.000000, 0.998077, 0.997117]
Miss_counts: [2500, 1000, 1500, 1000, 500, 2000, 9500, 2500, 1000, 500, 2000, 18000, 46000, 2500, 0, 0, 1000, 2000, 0, 1000, 1500]
Range_probabilities: [0.000002, 0.000002, 0.000002, 0.000002, 0.000002, 0.000005, 0.000027, 0.000017, 0.000004, 0.000002, 0.000006, 0.013630, 0.985490, 0.000798, 0.000002, 0.000002, 0.000002, 0.000002, 0.000002, 0.000002, 0.000002]
Range_scores: [0.995199, 0.998077, 1.268352, 1.614923, 1.271408, 3.317395, 17.644578, 11.036931, 2.613000, 1.270796, 4.219792, 8871.264171, 640798.644418, 519.249886, 1.000000, 1.000000, 0.998077, 0.996158, 1.000000, 0.998077, 0.997117]
Miss_counts: [2500, 1000, 1500, 1000, 500, 2000, 9500, 2500, 1000, 500, 2000, 18000, 46500, 2500, 0, 0, 1000, 2000, 0, 1000, 1500]
Range_probabilities: [0.000002, 0.000002, 0.000002, 0.000002, 0.000002, 0.000005, 0.000027, 0.000017, 0.000004, 0.000002, 0.000006, 0.013643, 0.985477, 0.000799, 0.000002, 0.000002, 0.000002, 0.000002, 0.000002, 0.000002, 0.000002]
Range_scores: [0.995199, 0.998077, 1.268352, 1.614923, 1.271408, 3.317395, 17.644578, 11.036931, 2.613000, 1.270796, 4.219792, 8871.264171, 640182.221325, 519.249886, 1.000000, 1.000000, 0.998077, 0.996158, 1.000000, 0.998077, 0.997117]
Miss_counts: [2500, 1000, 1500, 1000, 500, 2000, 9500, 2500, 1000, 500, 2000, 18000, 47000, 2500, 0, 0, 1000, 2000, 0, 1000, 1500]
Range_probabilities: [0.000002, 0.000002, 0.000002, 0.000002, 0.000002, 0.000005, 0.000027, 0.000017, 0.000004, 0.000002, 0.000006, 0.013656, 0.985463, 0.000799, 0.000002, 0.000002, 0.000002, 0.000002, 0.000002, 0.000002, 0.000002]
Range_scores: [0.995199, 0.998077, 1.268352, 1.614923, 1.271408, 3.317395, 17.644578, 11.036931, 2.613000, 1.270796, 4.219792, 8871.264171, 639566.391207, 519.249886, 1.000000, 1.000000, 0.998077, 0.996158, 1.000000, 0.998077, 0.997117]
Miss_counts: [2500, 1000, 1500, 1000, 500, 2000, 9500, 2500, 1000, 500, 2000, 18000, 47500, 2500, 0, 0, 1000, 2000, 0, 1000, 1500]
Range_probabilities: [0.000002, 0.000002, 0.000002, 0.000002, 0.000002, 0.000005, 0.000027, 0.000017, 0.000004, 0.000002, 0.000007, 0.013669, 0.985449, 0.000800, 0.000002, 0.000002, 0.000002, 0.000002, 0.000002, 0.000002, 0.000002]
Range_scores: [0.995199, 0.998077, 1.268352, 1.614923, 1.271408, 3.317395, 17.644578, 11.036931, 2.613000, 1.270796, 4.219792, 8871.264171, 638951.153494, 519.249886, 1.000000, 1.000000, 0.998077, 0.996158, 1.000000, 0.998077, 0.997117]
Miss_counts: [2500, 1000, 1500, 1000, 500, 2000, 9500, 2500, 1000, 500, 2000, 18000, 48000, 2500, 0, 0, 1000, 2000, 0, 1000, 1500]
Range_probabilities: [0.000002, 0.000002, 0.000002, 0.000002, 0.000002, 0.000005, 0.000027, 0.000017, 0.000004, 0.000002, 0.000007, 0.013682, 0.985435, 0.000801, 0.000002, 0.000002, 0.000002, 0.000002, 0.000002, 0.000002, 0.000002]
Range_scores: [0.995199, 0.998077, 1.268352, 1.614923, 1.271408, 3.317395, 17.644578, 11.036931, 2.613000, 1.270796, 4.219792, 8871.264171, 638643.756610, 519.249886, 1.000000, 1.000000, 0.998077, 0.996158, 1.000000, 0.998077, 0.997117]
Miss_counts: [2500, 1000, 1500, 1000, 500, 2000, 9500, 2500, 1000, 500, 2000, 18000, 48500, 2500, 0, 0, 1000, 2000, 0, 1000, 1500]
Range_probabilities: [0.000002, 0.000002, 0.000002, 0.000002, 0.000002, 0.000005, 0.000027, 0.000017, 0.000004, 0.000002, 0.000007, 0.013688, 0.985428, 0.000801, 0.000002, 0.000002, 0.000002, 0.000002, 0.000002, 0.000002, 0.000002]
Range_scores: [0.995199, 0.998077, 1.268352, 1.614923, 1.271408, 3.317395, 17.644578, 11.036931, 2.613000, 1.270796, 4.219792, 8871.264171, 638029.406435, 519.249886, 1.000000, 1.000000, 0.998077, 0.996158, 1.000000, 0.998077, 0.997117]
Miss_counts: [2500, 1000, 1500, 1000, 500, 2000, 9500, 2500, 1000, 500, 2000, 18000, 49000, 2500, 0, 0, 1000, 2000, 0, 1000, 1500]
Range_probabilities: [0.000002, 0.000002, 0.000002, 0.000002, 0.000002, 0.000005, 0.000027, 0.000017, 0.000004, 0.000002, 0.000007, 0.013701, 0.985414, 0.000802, 0.000002, 0.000002, 0.000002, 0.000002, 0.000002, 0.000002, 0.000002]
Range_scores: [0.995199, 0.998077, 1.268352, 1.614923, 1.271408, 3.317395, 17.644578, 11.036931, 2.613000, 1.270796, 4.219792, 8871.264171, 637415.647240, 519.249886, 1.000000, 1.000000, 0.998077, 0.996158, 1.000000, 0.998077, 0.997117]
Miss_counts: [2500, 1000, 1500, 1000, 500, 2000, 9500, 2500, 1000, 500, 2000, 18000, 49500, 2500, 0, 0, 1000, 2000, 0, 1000, 1500]
Range_probabilities: [0.000002, 0.000002, 0.000002, 0.000002, 0.000002, 0.000005, 0.000027, 0.000017, 0.000004, 0.000002, 0.000007, 0.013714, 0.985401, 0.000803, 0.000002, 0.000002, 0.000002, 0.000002, 0.000002, 0.000002, 0.000002]
Range_scores: [0.995199, 0.998077, 1.268352, 1.614923, 1.271408, 3.317395, 17.644578, 11.036931, 2.613000, 1.270796, 4.219792, 8871.264171, 636802.478458, 519.249886, 1.000000, 1.000000, 0.998077, 0.996158, 1.000000, 0.998077, 0.997117]
Miss_counts: [2500, 1000, 1500, 1000, 500, 2000, 9500, 2500, 1000, 500, 2000, 18000, 50000, 2500, 0, 0, 1000, 2000, 0, 1000, 1500]
Range_probabilities: [0.000002, 0.000002, 0.000002, 0.000002, 0.000002, 0.000005, 0.000027, 0.000017, 0.000004, 0.000002, 0.000007, 0.013727, 0.985387, 0.000803, 0.000002, 0.000002, 0.000002, 0.000002, 0.000002, 0.000002, 0.000002]
Range_scores: [0.995199, 0.998077, 1.268352, 1.614923, 1.271408, 3.317395, 17.644578, 11.036931, 2.613000, 1.270796, 4.219792, 8871.264171, 636496.115294, 519.249886, 1.000000, 1.000000, 0.998077, 0.996158, 1.000000, 0.998077, 0.997117]
Miss_counts: [2500, 1000, 1500, 1000, 500, 2000, 9500, 2500, 1000, 500, 2000, 18000, 50500, 2500, 0, 0, 1000, 2000, 0, 1000, 1500]
Range_probabilities: [0.000002, 0.000002, 0.000002, 0.000003, 0.000002, 0.000005, 0.000027, 0.000017, 0.000004, 0.000002, 0.000007, 0.013734, 0.985380, 0.000804, 0.000002, 0.000002, 0.000002, 0.000002, 0.000002, 0.000002, 0.000002]
Range_scores: [0.995199, 0.998077, 1.268352, 1.614923, 1.271408, 3.317395, 17.644578, 11.036931, 2.613000, 1.270796, 4.219792, 8871.264171, 635883.831065, 519.249886, 1.000000, 1.000000, 0.998077, 0.996158, 1.000000, 0.998077, 0.997117]
Miss_counts: [2500, 1000, 1500, 1000, 500, 2000, 9500, 2500, 1000, 500, 2000, 18000, 51000, 2500, 0, 0, 1000, 2000, 0, 1000, 1500]
Range_probabilities: [0.000002, 0.000002, 0.000002, 0.000003, 0.000002, 0.000005, 0.000027, 0.000017, 0.000004, 0.000002, 0.000007, 0.013747, 0.985366, 0.000805, 0.000002, 0.000002, 0.000002, 0.000002, 0.000002, 0.000002, 0.000002]
Range_scores: [0.995199, 0.998077, 1.268352, 1.614923, 1.271408, 3.317395, 17.644578, 11.036931, 2.613000, 1.270796, 4.219792, 8871.264171, 635577.909858, 519.249886, 1.000000, 1.000000, 0.998077, 0.996158, 1.000000, 0.998077, 0.997117]
Miss_counts: [2500, 1000, 1500, 1000, 500, 2000, 9500, 2500, 1000, 500, 2000, 18000, 51500, 2500, 0, 0, 1000, 2000, 0, 1000, 1500]
Range_probabilities: [0.000002, 0.000002, 0.000002, 0.000003, 0.000002, 0.000005, 0.000027, 0.000017, 0.000004, 0.000002, 0.000007, 0.013753, 0.985359, 0.000805, 0.000002, 0.000002, 0.000002, 0.000002, 0.000002, 0.000002, 0.000002]
Range_scores: [0.995199, 0.998077, 1.268352, 1.614923, 1.271408, 3.317395, 17.644578, 11.036931, 2.613000, 1.270796, 4.219792, 8871.264171, 634966.508907, 519.249886, 1.000000, 1.000000, 0.998077, 0.996158, 1.000000, 0.998077, 0.997117]
Miss_counts: [2500, 1000, 1500, 1000, 500, 2000, 9500, 2500, 1000, 500, 2000, 18000, 52000, 2500, 0, 0, 1000, 2000, 0, 1000, 1500]
Range_probabilities: [0.000002, 0.000002, 0.000002, 0.000003, 0.000002, 0.000005, 0.000027, 0.000017, 0.000004, 0.000002, 0.000007, 0.013766, 0.985345, 0.000806, 0.000002, 0.000002, 0.000002, 0.000002, 0.000002, 0.000002, 0.000002]
Range_scores: [0.995199, 0.998077, 1.268352, 1.614923, 1.271408, 3.317395, 17.644578, 11.036931, 2.613000, 1.270796, 4.219792, 8871.264171, 634355.696099, 519.249886, 1.000000, 1.000000, 0.998077, 0.996158, 1.000000, 0.998077, 0.997117]
Miss_counts: [2500, 1000, 1500, 1000, 500, 2000, 9500, 2500, 1000, 500, 2000, 18000, 52500, 2500, 0, 0, 1000, 2000, 0, 1000, 1500]
Range_probabilities: [0.000002, 0.000002, 0.000002, 0.000003, 0.000002, 0.000005, 0.000027, 0.000017, 0.000004, 0.000002, 0.000007, 0.013780, 0.985331, 0.000807, 0.000002, 0.000002, 0.000002, 0.000002, 0.000002, 0.000002, 0.000002]
Range_scores: [0.995199, 0.998077, 1.268352, 1.614923, 1.271408, 3.317395, 17.644578, 11.036931, 2.613000, 1.270796, 4.219792, 8871.264171, 633745.470869, 519.249886, 1.000000, 1.000000, 0.998077, 0.996158, 1.000000, 0.998077, 0.997117]
Miss_counts: [2500, 1000, 1500, 1000, 500, 2000, 9500, 2500, 1000, 500, 2000, 18000, 53000, 2500, 0, 0, 1000, 2000, 0, 1000, 1500]
Range_probabilities: [0.000002, 0.000002, 0.000002, 0.000003, 0.000002, 0.000005, 0.000027, 0.000017, 0.000004, 0.000002, 0.000007, 0.013793, 0.985317, 0.000807, 0.000002, 0.000002, 0.000002, 0.000002, 0.000002, 0.000002, 0.000002]
Range_scores: [0.995199, 0.998077, 1.268352, 1.614923, 1.271408, 3.317395, 17.644578, 11.036931, 2.613000, 1.270796, 4.219792, 8871.264171, 633135.832652, 519.249886, 1.000000, 1.000000, 0.998077, 0.996158, 1.000000, 0.998077, 0.997117]
Miss_counts: [2500, 1000, 1500, 1000, 500, 2000, 9500, 2500, 1000, 500, 2000, 18000, 53500, 2500, 0, 0, 1000, 2000, 0, 1000, 1500]
Range_probabilities: [0.000002, 0.000002, 0.000002, 0.000003, 0.000002, 0.000005, 0.000027, 0.000017, 0.000004, 0.000002, 0.000007, 0.013806, 0.985303, 0.000808, 0.000002, 0.000002, 0.000002, 0.000002, 0.000002, 0.000002, 0.000002]
Range_scores: [0.995199, 0.998077, 1.268352, 1.614923, 1.271408, 3.317395, 17.644578, 11.036931, 2.613000, 1.270796, 4.219792, 8871.264171, 632526.780883, 519.249886, 1.000000, 1.000000, 0.998077, 0.996158, 1.000000, 0.998077, 0.997117]
Miss_counts: [2500, 1000, 1500, 1000, 500, 2000, 9500, 2500, 1000, 500, 2000, 18000, 54000, 2500, 0, 0, 1000, 2000, 0, 1000, 1500]
Range_probabilities: [0.000002, 0.000002, 0.000002, 0.000003, 0.000002, 0.000005, 0.000027, 0.000017, 0.000004, 0.000002, 0.000007, 0.013819, 0.985289, 0.000809, 0.000002, 0.000002, 0.000002, 0.000002, 0.000002, 0.000002, 0.000002]
Range_scores: [0.995199, 0.998077, 1.268352, 1.614923, 1.271408, 3.317395, 17.644578, 11.036931, 2.613000, 1.270796, 4.219792, 8871.264171, 631918.314998, 519.249886, 1.000000, 1.000000, 0.998077, 0.996158, 1.000000, 0.998077, 0.997117]
Miss_counts: [2500, 1000, 1500, 1000, 500, 2000, 9500, 2500, 1000, 500, 2000, 18000, 54500, 2500, 0, 0, 1000, 2000, 0, 1000, 1500]
Range_probabilities: [0.000002, 0.000002, 0.000002, 0.000003, 0.000002, 0.000005, 0.000028, 0.000017, 0.000004, 0.000002, 0.000007, 0.013832, 0.985275, 0.000810, 0.000002, 0.000002, 0.000002, 0.000002, 0.000002, 0.000002, 0.000002]
Range_scores: [0.995199, 0.998077, 1.268352, 1.614923, 1.271408, 3.317395, 17.644578, 11.036931, 2.613000, 1.270796, 4.219792, 8871.264171, 631310.434433, 519.249886, 1.000000, 1.000000, 0.998077, 0.996158, 1.000000, 0.998077, 0.997117]
Miss_counts: [2500, 1000, 1500, 1000, 500, 2000, 9500, 2500, 1000, 500, 2000, 18000, 55000, 2500, 0, 0, 1000, 2000, 0, 1000, 1500]
Range_probabilities: [0.000002, 0.000002, 0.000002, 0.000003, 0.000002, 0.000005, 0.000028, 0.000017, 0.000004, 0.000002, 0.000007, 0.013845, 0.985262, 0.000810, 0.000002, 0.000002, 0.000002, 0.000002, 0.000002, 0.000002, 0.000002]
Range_scores: [0.995199, 0.998077, 1.268352, 1.614923, 1.271408, 3.317395, 17.644578, 11.036931, 2.613000, 1.270796, 4.219792, 8871.264171, 630703.138625, 519.249886, 1.000000, 1.000000, 0.998077, 0.996158, 1.000000, 0.998077, 0.997117]
Miss_counts: [2500, 1000, 1500, 1000, 500, 2000, 9500, 2500, 1000, 500, 2000, 18000, 55500, 2500, 0, 0, 1000, 2000, 0, 1000, 1500]
Range_probabilities: [0.000002, 0.000002, 0.000002, 0.000003, 0.000002, 0.000005, 0.000028, 0.000017, 0.000004, 0.000002, 0.000007, 0.013858, 0.985248, 0.000811, 0.000002, 0.000002, 0.000002, 0.000002, 0.000002, 0.000002, 0.000002]
Range_scores: [0.995199, 0.998077, 1.268352, 1.614923, 1.271408, 3.317395, 17.644578, 11.036931, 2.613000, 1.270796, 4.219792, 8871.264171, 630096.427012, 519.249886, 1.000000, 1.000000, 0.998077, 0.996158, 1.000000, 0.998077, 0.997117]
Miss_counts: [2500, 1000, 1500, 1000, 500, 2000, 9500, 2500, 1000, 500, 2000, 18000, 56000, 2500, 0, 0, 1000, 2000, 0, 1000, 1500]
Range_probabilities: [0.000002, 0.000002, 0.000002, 0.000003, 0.000002, 0.000005, 0.000028, 0.000017, 0.000004, 0.000002, 0.000007, 0.013871, 0.985234, 0.000812, 0.000002, 0.000002, 0.000002, 0.000002, 0.000002, 0.000002, 0.000002]
Range_scores: [0.995199, 0.998077, 1.268352, 1.614923, 1.271408, 3.317395, 17.644578, 11.036931, 2.613000, 1.270796, 4.219792, 8871.264171, 629793.290102, 519.249886, 1.000000, 1.000000, 0.998077, 0.996158, 1.000000, 0.998077, 0.997117]
Miss_counts: [2500, 1000, 1500, 1000, 500, 2000, 9500, 2500, 1000, 500, 2000, 18000, 56500, 2500, 0, 0, 1000, 2000, 0, 1000, 1500]
Range_probabilities: [0.000002, 0.000002, 0.000002, 0.000003, 0.000002, 0.000005, 0.000028, 0.000017, 0.000004, 0.000002, 0.000007, 0.013878, 0.985227, 0.000812, 0.000002, 0.000002, 0.000002, 0.000002, 0.000002, 0.000002, 0.000002]
Range_scores: [0.995199, 0.998077, 1.268352, 1.614923, 1.271408, 3.317395, 17.644578, 11.036931, 2.613000, 1.270796, 4.219792, 8871.264171, 629187.453728, 519.249886, 1.000000, 1.000000, 0.998077, 0.996158, 1.000000, 0.998077, 0.997117]
Miss_counts: [2500, 1000, 1500, 1000, 500, 2000, 9500, 2500, 1000, 500, 2000, 18000, 57000, 2500, 0, 0, 1000, 2000, 0, 1000, 1500]
Range_probabilities: [0.000002, 0.000002, 0.000002, 0.000003, 0.000002, 0.000005, 0.000028, 0.000017, 0.000004, 0.000002, 0.000007, 0.013891, 0.985213, 0.000813, 0.000002, 0.000002, 0.000002, 0.000002, 0.000002, 0.000002, 0.000002]
Range_scores: [0.995199, 0.998077, 1.268352, 1.614923, 1.271408, 3.317395, 17.644578, 11.036931, 2.613000, 1.270796, 4.219792, 8871.264171, 628582.200144, 519.249886, 1.000000, 1.000000, 0.998077, 0.996158, 1.000000, 0.998077, 0.997117]
Miss_counts: [2500, 1000, 1500, 1000, 500, 2000, 9500, 2500, 1000, 500, 2000, 18000, 57500, 2500, 0, 0, 1000, 2000, 0, 1000, 1500]
Range_probabilities: [0.000002, 0.000002, 0.000002, 0.000003, 0.000002, 0.000005, 0.000028, 0.000017, 0.000004, 0.000002, 0.000007, 0.013904, 0.985198, 0.000814, 0.000002, 0.000002, 0.000002, 0.000002, 0.000002, 0.000002, 0.000002]
Range_scores: [0.995199, 0.998077, 1.268352, 1.614923, 1.271408, 3.317395, 17.644578, 11.036931, 2.613000, 1.270796, 4.219792, 8871.264171, 627977.528790, 519.249886, 1.000000, 1.000000, 0.998077, 0.996158, 1.000000, 0.998077, 0.997117]
Miss_counts: [2500, 1000, 1500, 1000, 500, 2000, 9500, 2500, 1000, 500, 2000, 18000, 58000, 2500, 0, 0, 1000, 2000, 0, 1000, 1500]
Range_probabilities: [0.000002, 0.000002, 0.000002, 0.000003, 0.000002, 0.000005, 0.000028, 0.000017, 0.000004, 0.000002, 0.000007, 0.013917, 0.985184, 0.000815, 0.000002, 0.000002, 0.000002, 0.000002, 0.000002, 0.000002, 0.000002]
Range_scores: [0.995199, 0.998077, 1.268352, 1.614923, 1.271408, 3.317395, 17.644578, 11.036931, 2.613000, 1.270796, 4.219792, 8871.264171, 627675.411274, 519.249886, 1.000000, 1.000000, 0.998077, 0.996158, 1.000000, 0.998077, 0.997117]
Miss_counts: [2500, 1000, 1500, 1000, 500, 2000, 9500, 2500, 1000, 500, 2000, 18000, 58500, 2500, 0, 0, 1000, 2000, 0, 1000, 1500]
Range_probabilities: [0.000002, 0.000002, 0.000002, 0.000003, 0.000002, 0.000005, 0.000028, 0.000017, 0.000004, 0.000002, 0.000007, 0.013924, 0.985177, 0.000815, 0.000002, 0.000002, 0.000002, 0.000002, 0.000002, 0.000002, 0.000002]
Range_scores: [0.995199, 0.998077, 1.268352, 1.614923, 1.271408, 3.317395, 17.644578, 11.036931, 2.613000, 1.270796, 4.219792, 8871.264171, 627373.439106, 519.249886, 1.000000, 1.000000, 0.998077, 0.996158, 1.000000, 0.998077, 0.997117]
Miss_counts: [2500, 1000, 1500, 1000, 500, 2000, 9500, 2500, 1000, 500, 2000, 18000, 59000, 2500, 0, 0, 1000, 2000, 0, 1000, 1500]
Range_probabilities: [0.000002, 0.000002, 0.000002, 0.000003, 0.000002, 0.000005, 0.000028, 0.000017, 0.000004, 0.000002, 0.000007, 0.013931, 0.985170, 0.000815, 0.000002, 0.000002, 0.000002, 0.000002, 0.000002, 0.000002, 0.000002]
Range_scores: [0.995199, 0.998077, 1.268352, 1.614923, 1.271408, 3.317395, 17.644578, 11.036931, 2.613000, 1.270796, 4.219792, 8871.264171, 626769.930533, 519.249886, 1.000000, 1.000000, 0.998077, 0.996158, 1.000000, 0.998077, 0.997117]
Miss_counts: [2500, 1000, 1500, 1000, 500, 2000, 9500, 2500, 1000, 500, 2000, 18000, 59500, 2500, 0, 0, 1000, 2000, 0, 1000, 1500]
Range_probabilities: [0.000002, 0.000002, 0.000002, 0.000003, 0.000002, 0.000005, 0.000028, 0.000017, 0.000004, 0.000002, 0.000007, 0.013944, 0.985156, 0.000816, 0.000002, 0.000002, 0.000002, 0.000002, 0.000002, 0.000002, 0.000002]
Range_scores: [0.995199, 0.998077, 1.268352, 1.614923, 1.271408, 3.317395, 17.644578, 11.036931, 2.613000, 1.270796, 4.219792, 8871.264171, 626167.002511, 519.249886, 1.000000, 1.000000, 0.998077, 0.996158, 1.000000, 0.998077, 0.997117]
Miss_counts: [2500, 1000, 1500, 1000, 500, 2000, 9500, 2500, 1000, 500, 2000, 18000, 60000, 2500, 0, 0, 1000, 2000, 0, 1000, 1500]
Range_probabilities: [0.000002, 0.000002, 0.000002, 0.000003, 0.000002, 0.000005, 0.000028, 0.000017, 0.000004, 0.000002, 0.000007, 0.013957, 0.985142, 0.000817, 0.000002, 0.000002, 0.000002, 0.000002, 0.000002, 0.000002, 0.000002]
Range_scores: [0.995199, 0.998077, 1.268352, 1.614923, 1.271408, 3.317395, 17.644578, 11.036931, 2.613000, 1.270796, 4.219792, 8871.264171, 625564.654483, 519.249886, 1.000000, 1.000000, 0.998077, 0.996158, 1.000000, 0.998077, 0.997117]
Miss_counts: [2500, 1000, 1500, 1000, 500, 2000, 9500, 2500, 1000, 500, 2000, 18000, 60500, 2500, 0, 0, 1000, 2000, 0, 1000, 1500]
Range_probabilities: [0.000002, 0.000002, 0.000002, 0.000003, 0.000002, 0.000005, 0.000028, 0.000017, 0.000004, 0.000002, 0.000007, 0.013970, 0.985128, 0.000818, 0.000002, 0.000002, 0.000002, 0.000002, 0.000002, 0.000002, 0.000002]
Range_scores: [0.995199, 0.998077, 1.268352, 1.614923, 1.271408, 3.317395, 17.644578, 11.036931, 2.613000, 1.270796, 4.219792, 8871.264171, 624962.885889, 519.249886, 1.000000, 1.000000, 0.998077, 0.996158, 1.000000, 0.998077, 0.997117]
Miss_counts: [2500, 1000, 1500, 1000, 500, 2000, 9500, 2500, 1000, 500, 2000, 18000, 61000, 2500, 0, 0, 1000, 2000, 0, 1000, 1500]
Range_probabilities: [0.000002, 0.000002, 0.000002, 0.000003, 0.000002, 0.000005, 0.000028, 0.000017, 0.000004, 0.000002, 0.000007, 0.013984, 0.985114, 0.000818, 0.000002, 0.000002, 0.000002, 0.000002, 0.000002, 0.000002, 0.000002]
Range_scores: [0.995199, 0.998077, 1.268352, 1.614923, 1.271408, 3.317395, 17.644578, 11.036931, 2.613000, 1.270796, 4.219792, 8871.264171, 624361.696173, 519.249886, 1.000000, 1.000000, 0.998077, 0.996158, 1.000000, 0.998077, 0.997117]
Miss_counts: [2500, 1000, 1500, 1000, 500, 2000, 9500, 2500, 1000, 500, 2000, 18000, 61500, 2500, 0, 0, 1000, 2000, 0, 1000, 1500]
Range_probabilities: [0.000002, 0.000002, 0.000002, 0.000003, 0.000002, 0.000005, 0.000028, 0.000017, 0.000004, 0.000002, 0.000007, 0.013997, 0.985100, 0.000819, 0.000002, 0.000002, 0.000002, 0.000002, 0.000002, 0.000002, 0.000002]
Range_scores: [0.995199, 0.998077, 1.268352, 1.614923, 1.271408, 3.317395, 17.644578, 11.036931, 2.613000, 1.270796, 4.219792, 8871.264171, 623761.084778, 519.249886, 1.000000, 1.000000, 0.998077, 0.996158, 1.000000, 0.998077, 0.997117]
Miss_counts: [2500, 1000, 1500, 1000, 500, 2000, 9500, 2500, 1000, 500, 2000, 18000, 62000, 2500, 0, 0, 1000, 2000, 0, 1000, 1500]
Range_probabilities: [0.000002, 0.000002, 0.000002, 0.000003, 0.000002, 0.000005, 0.000028, 0.000017, 0.000004, 0.000002, 0.000007, 0.014010, 0.985086, 0.000820, 0.000002, 0.000002, 0.000002, 0.000002, 0.000002, 0.000002, 0.000002]
Range_scores: [0.995199, 0.998077, 1.268352, 1.614923, 1.271408, 3.317395, 17.644578, 11.036931, 2.613000, 1.270796, 4.219792, 8871.264171, 623161.051148, 519.249886, 1.000000, 1.000000, 0.998077, 0.996158, 1.000000, 0.998077, 0.997117]
Miss_counts: [2500, 1000, 1500, 1000, 500, 2000, 9500, 2500, 1000, 500, 2000, 18000, 62500, 2500, 0, 0, 1000, 2000, 0, 1000, 1500]
Range_probabilities: [0.000002, 0.000002, 0.000002, 0.000003, 0.000002, 0.000005, 0.000028, 0.000017, 0.000004, 0.000002, 0.000007, 0.014023, 0.985072, 0.000821, 0.000002, 0.000002, 0.000002, 0.000002, 0.000002, 0.000002, 0.000002]
Range_scores: [0.995199, 0.998077, 1.268352, 1.614923, 1.271408, 3.317395, 17.644578, 11.036931, 2.613000, 1.270796, 4.219792, 8871.264171, 622561.594726, 519.249886, 1.000000, 1.000000, 0.998077, 0.996158, 1.000000, 0.998077, 0.997117]
Miss_counts: [2500, 1000, 1500, 1000, 500, 2000, 9500, 2500, 1000, 500, 2000, 18000, 63000, 2500, 0, 0, 1000, 2000, 0, 1000, 1500]
Range_probabilities: [0.000002, 0.000002, 0.000002, 0.000003, 0.000002, 0.000005, 0.000028, 0.000017, 0.000004, 0.000002, 0.000007, 0.014037, 0.985057, 0.000822, 0.000002, 0.000002, 0.000002, 0.000002, 0.000002, 0.000002, 0.000002]
Range_scores: [0.995199, 0.998077, 1.268352, 1.614923, 1.271408, 3.317395, 17.644578, 11.036931, 2.613000, 1.270796, 4.219792, 8871.264171, 622262.082795, 519.249886, 1.000000, 1.000000, 0.998077, 0.996158, 1.000000, 0.998077, 0.997117]
Miss_counts: [2500, 1000, 1500, 1000, 500, 2000, 9500, 2500, 1000, 500, 2000, 18000, 63500, 2500, 0, 0, 1000, 2000, 0, 1000, 1500]
