Ranges: [0.000040-0.000065, 0.000065-0.000105, 0.000105-0.000171, 0.000171-0.000276, 0.000276-0.000447, 0.000447-0.000723, 0.000723-0.001169, 0.001169-0.001892, 0.001892-0.003061, 0.003061-0.004953, 0.004953-0.008014, 0.008014-0.012967, 0.012967-0.020981, 0.020981-0.033948, 0.033948-0.054929, 0.054929-0.088877, 0.088877-0.143806, 0.143806-0.232684, 0.232684-0.376490, 0.376490-0.609174, 0.609174-0.985664, 0.985664-0.999960]
Miss_counts: [21000, 22000, 24000, 24500, 19000, 29500, 26500, 22500, 17500, 23500, 22000, 22500, 18000, 21000, 23000, 21500, 25000, 20500, 20500, 19500, 19000, 26000]
Range_probabilities: [0.043285, 0.043202, 0.043036, 0.043015, 0.055272, 0.068901, 0.054480, 0.043181, 0.043578, 0.043098, 0.043202, 0.043161, 0.043557, 0.043327, 0.043119, 0.043244, 0.042953, 0.043327, 0.043327, 0.043411, 0.043452, 0.042871]
Range_scores: [0.960384, 0.958537, 0.953936, 0.954395, 1.226340, 1.528717, 1.208763, 0.958076, 0.966876, 0.956234, 0.958537, 0.957615, 0.966411, 0.961309, 0.956694, 0.959460, 0.953018, 0.961309, 0.961309, 0.963161, 0.964089, 0.951186]
Miss_counts: [21000, 22000, 24500, 24500, 19000, 29500, 26500, 22500, 17500, 23500, 22000, 22500, 18000, 21000, 23000, 21500, 25000, 20500, 20500, 19500, 19000, 26000]
Range_probabilities: [0.043287, 0.043204, 0.042997, 0.043017, 0.055274, 0.068903, 0.054482, 0.043183, 0.043580, 0.043100, 0.043204, 0.043162, 0.043559, 0.043329, 0.043121, 0.043246, 0.042955, 0.043329, 0.043329, 0.043412, 0.043454, 0.042873]
Range_scores: [0.960384, 0.958537, 0.953936, 0.954395, 1.226340, 1.528717, 1.208763, 0.958076, 0.966876, 0.956234, 0.958537, 0.956694, 0.966411, 0.961309, 0.956694, 0.959460, 0.953018, 0.961309, 0.961309, 0.963161, 0.964089, 0.951186]
Miss_counts: [21000, 22000, 24500, 24500, 19000, 29500, 26500, 22500, 17500, 23500, 22000, 23000, 18000, 21000, 23000, 21500, 25000, 20500, 20500, 19500, 19000, 26000]
Range_probabilities: [0.043289, 0.043206, 0.042998, 0.043019, 0.055277, 0.068906, 0.054485, 0.043185, 0.043582, 0.043102, 0.043206, 0.043123, 0.043561, 0.043331, 0.043123, 0.043247, 0.042957, 0.043331, 0.043331, 0.043414, 0.043456, 0.042874]
Range_scores: [0.960384, 0.958537, 0.953936, 0.954395, 1.226340, 1.528717, 1.208763, 0.958076, 0.966876, 0.956234, 0.958537, 0.956694, 0.966411, 0.961309, 0.956694, 0.959460, 0.952102, 0.961309, 0.961309, 0.963161, 0.964089, 0.951186]
Miss_counts: [21000, 22000, 24500, 24500, 19000, 29500, 26500, 22500, 17500, 23500, 22000, 23000, 18000, 21000, 23000, 21500, 25500, 20500, 20500, 19500, 19000, 26000]
Range_probabilities: [0.043291, 0.043207, 0.043000, 0.043021, 0.055279, 0.068909, 0.054487, 0.043187, 0.043583, 0.043104, 0.043207, 0.043124, 0.043562, 0.043332, 0.043124, 0.043249, 0.042917, 0.043332, 0.043332, 0.043416, 0.043458, 0.042876]
Range_scores: [0.960384, 0.958537, 0.953936, 0.954395, 1.226340, 1.528717, 1.208763, 0.958076, 0.966876, 0.956234, 0.958537, 0.956694, 0.965481, 0.961309, 0.956694, 0.959460, 0.952102, 0.961309, 0.961309, 0.963161, 0.964089, 0.951186]
Miss_counts: [21000, 22000, 24500, 24500, 19000, 29500, 26500, 22500, 17500, 23500, 22000, 23000, 18500, 21000, 23000, 21500, 25500, 20500, 20500, 19500, 19000, 26000]
Range_probabilities: [0.043293, 0.043209, 0.043002, 0.043023, 0.055281, 0.068912, 0.054489, 0.043189, 0.043585, 0.043105, 0.043209, 0.043126, 0.043522, 0.043334, 0.043126, 0.043251, 0.042919, 0.043334, 0.043334, 0.043418, 0.043460, 0.042878]
Range_scores: [0.960384, 0.958537, 0.953018, 0.954395, 1.226340, 1.528717, 1.208763, 0.958076, 0.966876, 0.956234, 0.958537, 0.956694, 0.965481, 0.961309, 0.956694, 0.959460, 0.952102, 0.961309, 0.961309, 0.963161, 0.964089, 0.951186]
Miss_counts: [21000, 22000, 25000, 24500, 19000, 29500, 26500, 22500, 17500, 23500, 22000, 23000, 18500, 21000, 23000, 21500, 25500, 20500, 20500, 19500, 19000, 26000]
Range_probabilities: [0.043294, 0.043211, 0.042962, 0.043024, 0.055284, 0.068915, 0.054491, 0.043190, 0.043587, 0.043107, 0.043211, 0.043128, 0.043524, 0.043336, 0.043128, 0.043253, 0.042921, 0.043336, 0.043336, 0.043420, 0.043461, 0.042880]
Range_scores: [0.960384, 0.958537, 0.953018, 0.954395, 1.226340, 1.528717, 1.208763, 0.958076, 0.966876, 0.956234, 0.958537, 0.956694, 0.964553, 0.961309, 0.956694, 0.959460, 0.952102, 0.961309, 0.961309, 0.963161, 0.964089, 0.951186]
Miss_counts: [21000, 22000, 25000, 24500, 19000, 29500, 26500, 22500, 17500, 23500, 22000, 23000, 19000, 21000, 23000, 21500, 25500, 20500, 20500, 19500, 19000, 26000]
Range_probabilities: [0.043296, 0.043213, 0.042964, 0.043026, 0.055286, 0.068918, 0.054494, 0.043192, 0.043589, 0.043109, 0.043213, 0.043130, 0.043484, 0.043338, 0.043130, 0.043255, 0.042923, 0.043338, 0.043338, 0.043421, 0.043463, 0.042881]
Range_scores: [0.960384, 0.958537, 0.953018, 0.954395, 1.225160, 1.528717, 1.208763, 0.958076, 0.966876, 0.956234, 0.958537, 0.956694, 0.964553, 0.961309, 0.956694, 0.959460, 0.952102, 0.961309, 0.961309, 0.963161, 0.964089, 0.951186]
Miss_counts: [21000, 22000, 25000, 24500, 19500, 29500, 26500, 22500, 17500, 23500, 22000, 23000, 19000, 21000, 23000, 21500, 25500, 20500, 20500, 19500, 19000, 26000]
Range_probabilities: [0.043298, 0.043215, 0.042966, 0.043028, 0.055236, 0.068921, 0.054496, 0.043194, 0.043591, 0.043111, 0.043215, 0.043132, 0.043486, 0.043340, 0.043132, 0.043257, 0.042925, 0.043340, 0.043340, 0.043424, 0.043465, 0.042884]
Range_scores: [0.960384, 0.958537, 0.953018, 0.954395, 1.225160, 1.528717, 1.207600, 0.958076, 0.966876, 0.956234, 0.958537, 0.956694, 0.964553, 0.961309, 0.956694, 0.959460, 0.952102, 0.961309, 0.961309, 0.963161, 0.964089, 0.951186]
Miss_counts: [21000, 22000, 25000, 24500, 19500, 29500, 27000, 22500, 17500, 23500, 22000, 23000, 19000, 21000, 23000, 21500, 25500, 20500, 20500, 19500, 19000, 26000]
Range_probabilities: [0.043301, 0.043217, 0.042969, 0.043031, 0.055239, 0.068925, 0.054447, 0.043197, 0.043593, 0.043114, 0.043217, 0.043134, 0.043489, 0.043342, 0.043134, 0.043259, 0.042927, 0.043342, 0.043342, 0.043426, 0.043468, 0.042886]
Range_scores: [0.960384, 0.958537, 0.952102, 0.954395, 1.225160, 1.528717, 1.207600, 0.958076, 0.966876, 0.956234, 0.958537, 0.956694, 0.964553, 0.961309, 0.956694, 0.959460, 0.952102, 0.961309, 0.961309, 0.963161, 0.964089, 0.951186]
Miss_counts: [21000, 22000, 25500, 24500, 19500, 29500, 27000, 22500, 17500, 23500, 22000, 23000, 19000, 21000, 23000, 21500, 25500, 20500, 20500, 19500, 19000, 26000]
Range_probabilities: [0.043303, 0.043219, 0.042929, 0.043032, 0.055241, 0.068928, 0.054449, 0.043198, 0.043595, 0.043115, 0.043219, 0.043136, 0.043490, 0.043344, 0.043136, 0.043261, 0.042929, 0.043344, 0.043344, 0.043428, 0.043470, 0.042888]
Range_scores: [0.959460, 0.958537, 0.952102, 0.954395, 1.225160, 1.528717, 1.207600, 0.958076, 0.966876, 0.956234, 0.958537, 0.956694, 0.964553, 0.961309, 0.956694, 0.959460, 0.952102, 0.961309, 0.961309, 0.963161, 0.964089, 0.951186]
Miss_counts: [21500, 22000, 25500, 24500, 19500, 29500, 27000, 22500, 17500, 23500, 22000, 23000, 19000, 21000, 23000, 21500, 25500, 20500, 20500, 19500, 19000, 26000]
Range_probabilities: [0.043263, 0.043221, 0.042931, 0.043034, 0.055243, 0.068931, 0.054451, 0.043200, 0.043597, 0.043117, 0.043221, 0.043138, 0.043492, 0.043346, 0.043138, 0.043263, 0.042931, 0.043346, 0.043346, 0.043430, 0.043471, 0.042890]
Range_scores: [0.959460, 0.958537, 0.952102, 0.954395, 1.225160, 1.528717, 1.207600, 0.957155, 0.966876, 0.956234, 0.958537, 0.956694, 0.964553, 0.961309, 0.956694, 0.959460, 0.952102, 0.961309, 0.961309, 0.963161, 0.964089, 0.951186]
Miss_counts: [21500, 22000, 25500, 24500, 19500, 29500, 27000, 23000, 17500, 23500, 22000, 23000, 19000, 21000, 23000, 21500, 25500, 20500, 20500, 19500, 19000, 26000]
Range_probabilities: [0.043264, 0.043223, 0.042933, 0.043036, 0.055246, 0.068934, 0.054454, 0.043160, 0.043599, 0.043119, 0.043223, 0.043140, 0.043494, 0.043348, 0.043140, 0.043264, 0.042933, 0.043348, 0.043348, 0.043431, 0.043473, 0.042891]
Range_scores: [0.958537, 0.958537, 0.952102, 0.954395, 1.225160, 1.528717, 1.207600, 0.957155, 0.966876, 0.956234, 0.958537, 0.956694, 0.964553, 0.961309, 0.956694, 0.959460, 0.952102, 0.961309, 0.961309, 0.963161, 0.964089, 0.951186]
Miss_counts: [22000, 22000, 25500, 24500, 19500, 29500, 27000, 23000, 17500, 23500, 22000, 23000, 19000, 21000, 23000, 21500, 25500, 20500, 20500, 19500, 19000, 26000]
Range_probabilities: [0.043225, 0.043225, 0.042934, 0.043038, 0.055248, 0.068937, 0.054456, 0.043162, 0.043601, 0.043121, 0.043225, 0.043142, 0.043496, 0.043350, 0.043142, 0.043266, 0.042934, 0.043350, 0.043350, 0.043433, 0.043475, 0.042893]
Range_scores: [0.958537, 0.958537, 0.952102, 0.954395, 1.225160, 1.528717, 1.207600, 0.957155, 0.966876, 0.956234, 0.958537, 0.955774, 0.964553, 0.961309, 0.956694, 0.959460, 0.952102, 0.961309, 0.961309, 0.963161, 0.964089, 0.951186]
Miss_counts: [22000, 22000, 25500, 24500, 19500, 29500, 27000, 23000, 17500, 23500, 22000, 23500, 19000, 21000, 23000, 21500, 25500, 20500, 20500, 19500, 19000, 26000]
Range_probabilities: [0.043226, 0.043226, 0.042936, 0.043040, 0.055250, 0.068939, 0.054458, 0.043164, 0.043602, 0.043123, 0.043226, 0.043102, 0.043498, 0.043351, 0.043143, 0.043268, 0.042936, 0.043351, 0.043351, 0.043435, 0.043477, 0.042895]
Range_scores: [0.958537, 0.958537, 0.952102, 0.954395, 1.225160, 1.527246, 1.207600, 0.957155, 0.966876, 0.956234, 0.958537, 0.955774, 0.964553, 0.961309, 0.956694, 0.959460, 0.952102, 0.961309, 0.961309, 0.963161, 0.964089, 0.951186]
Miss_counts: [22000, 22000, 25500, 24500, 19500, 30000, 27000, 23000, 17500, 23500, 22000, 23500, 19000, 21000, 23000, 21500, 25500, 20500, 20500, 19500, 19000, 26000]
Range_probabilities: [0.043229, 0.043229, 0.042939, 0.043042, 0.055254, 0.068878, 0.054462, 0.043167, 0.043605, 0.043125, 0.043229, 0.043105, 0.043501, 0.043354, 0.043146, 0.043271, 0.042939, 0.043354, 0.043354, 0.043438, 0.043480, 0.042898]
Range_scores: [0.958537, 0.958537, 0.952102, 0.954395, 1.225160, 1.527246, 1.207600, 0.957155, 0.966876, 0.955314, 0.958537, 0.955774, 0.964553, 0.961309, 0.956694, 0.959460, 0.952102, 0.961309, 0.961309, 0.963161, 0.964089, 0.951186]
Miss_counts: [22000, 22000, 25500, 24500, 19500, 30000, 27000, 23000, 17500, 24000, 22000, 23500, 19000, 21000, 23000, 21500, 25500, 20500, 20500, 19500, 19000, 26000]
Range_probabilities: [0.043231, 0.043231, 0.042941, 0.043044, 0.055256, 0.068881, 0.054464, 0.043169, 0.043607, 0.043086, 0.043231, 0.043106, 0.043502, 0.043356, 0.043148, 0.043273, 0.042941, 0.043356, 0.043356, 0.043440, 0.043481, 0.042900]
Range_scores: [0.958537, 0.957615, 0.952102, 0.954395, 1.225160, 1.527246, 1.207600, 0.957155, 0.966876, 0.955314, 0.958537, 0.955774, 0.964553, 0.961309, 0.956694, 0.959460, 0.952102, 0.961309, 0.961309, 0.963161, 0.964089, 0.951186]
Miss_counts: [22000, 22500, 25500, 24500, 19500, 30000, 27000, 23000, 17500, 24000, 22000, 23500, 19000, 21000, 23000, 21500, 25500, 20500, 20500, 19500, 19000, 26000]
Range_probabilities: [0.043233, 0.043191, 0.042943, 0.043046, 0.055258, 0.068883, 0.054466, 0.043171, 0.043609, 0.043088, 0.043233, 0.043108, 0.043504, 0.043358, 0.043150, 0.043275, 0.042943, 0.043358, 0.043358, 0.043441, 0.043483, 0.042901]
Range_scores: [0.958537, 0.956694, 0.952102, 0.954395, 1.225160, 1.527246, 1.207600, 0.957155, 0.966876, 0.955314, 0.958537, 0.955774, 0.964553, 0.961309, 0.956694, 0.959460, 0.952102, 0.961309, 0.961309, 0.963161, 0.964089, 0.951186]
Miss_counts: [22000, 23000, 25500, 24500, 19500, 30000, 27000, 23000, 17500, 24000, 22000, 23500, 19000, 21000, 23000, 21500, 25500, 20500, 20500, 19500, 19000, 26000]
Range_probabilities: [0.043235, 0.043152, 0.042944, 0.043048, 0.055261, 0.068886, 0.054469, 0.043172, 0.043611, 0.043089, 0.043235, 0.043110, 0.043506, 0.043360, 0.043152, 0.043276, 0.042944, 0.043360, 0.043360, 0.043443, 0.043485, 0.042903]
Range_scores: [0.958537, 0.956694, 0.952102, 0.954395, 1.225160, 1.527246, 1.207600, 0.957155, 0.966876, 0.955314, 0.958537, 0.955774, 0.964553, 0.961309, 0.956694, 0.958537, 0.952102, 0.961309, 0.961309, 0.963161, 0.964089, 0.951186]
Miss_counts: [22000, 23000, 25500, 24500, 19500, 30000, 27000, 23000, 17500, 24000, 22000, 23500, 19000, 21000, 23000, 22000, 25500, 20500, 20500, 19500, 19000, 26000]
Range_probabilities: [0.043236, 0.043153, 0.042946, 0.043050, 0.055263, 0.068889, 0.054471, 0.043174, 0.043613, 0.043091, 0.043236, 0.043112, 0.043508, 0.043362, 0.043153, 0.043236, 0.042946, 0.043362, 0.043362, 0.043445, 0.043487, 0.042905]
Range_scores: [0.958537, 0.956694, 0.952102, 0.954395, 1.225160, 1.527246, 1.207600, 0.956234, 0.966876, 0.955314, 0.958537, 0.955774, 0.964553, 0.961309, 0.956694, 0.958537, 0.952102, 0.961309, 0.961309, 0.963161, 0.964089, 0.951186]
Miss_counts: [22000, 23000, 25500, 24500, 19500, 30000, 27000, 23500, 17500, 24000, 22000, 23500, 19000, 21000, 23000, 22000, 25500, 20500, 20500, 19500, 19000, 26000]
Range_probabilities: [0.043238, 0.043155, 0.042948, 0.043051, 0.055265, 0.068892, 0.054473, 0.043134, 0.043614, 0.043093, 0.043238, 0.043114, 0.043510, 0.043363, 0.043155, 0.043238, 0.042948, 0.043363, 0.043363, 0.043447, 0.043489, 0.042907]
Range_scores: [0.958537, 0.956694, 0.952102, 0.954395, 1.225160, 1.527246, 1.207600, 0.956234, 0.966876, 0.955314, 0.958537, 0.955774, 0.964553, 0.961309, 0.956694, 0.958537, 0.952102, 0.961309, 0.961309, 0.963161, 0.964089, 0.950271]
Miss_counts: [22000, 23000, 25500, 24500, 19500, 30000, 27000, 23500, 17500, 24000, 22000, 23500, 19000, 21000, 23000, 22000, 25500, 20500, 20500, 19500, 19000, 26500]
Range_probabilities: [0.043240, 0.043157, 0.042950, 0.043053, 0.055268, 0.068895, 0.054475, 0.043136, 0.043616, 0.043095, 0.043240, 0.043115, 0.043511, 0.043365, 0.043157, 0.043240, 0.042950, 0.043365, 0.043365, 0.043449, 0.043490, 0.042867]
Range_scores: [0.958537, 0.956694, 0.952102, 0.954395, 1.225160, 1.527246, 1.207600, 0.956234, 0.966876, 0.955314, 0.958537, 0.955774, 0.964553, 0.961309, 0.955774, 0.958537, 0.952102, 0.961309, 0.961309, 0.963161, 0.964089, 0.950271]
Miss_counts: [22000, 23000, 25500, 24500, 19500, 30000, 27000, 23500, 17500, 24000, 22000, 23500, 19000, 21000, 23500, 22000, 25500, 20500, 20500, 19500, 19000, 26500]
Range_probabilities: [0.043242, 0.043159, 0.042952, 0.043055, 0.055270, 0.068898, 0.054478, 0.043138, 0.043618, 0.043096, 0.043242, 0.043117, 0.043513, 0.043367, 0.043117, 0.043242, 0.042952, 0.043367, 0.043367, 0.043450, 0.043492, 0.042869]
Range_scores: [0.958537, 0.956694, 0.952102, 0.954395, 1.225160, 1.527246, 1.207600, 0.956234, 0.966876, 0.955314, 0.958537, 0.955774, 0.964553, 0.961309, 0.955774, 0.958537, 0.952102, 0.961309, 0.961309, 0.962235, 0.964089, 0.950271]
Miss_counts: [22000, 23000, 25500, 24500, 19500, 30000, 27000, 23500, 17500, 24000, 22000, 23500, 19000, 21000, 23500, 22000, 25500, 20500, 20500, 20000, 19000, 26500]
Range_probabilities: [0.043244, 0.043161, 0.042953, 0.043057, 0.055272, 0.068901, 0.054480, 0.043140, 0.043620, 0.043098, 0.043244, 0.043119, 0.043515, 0.043369, 0.043119, 0.043244, 0.042953, 0.043369, 0.043369, 0.043410, 0.043494, 0.042871]
Range_scores: [0.958537, 0.955774, 0.952102, 0.954395, 1.225160, 1.527246, 1.207600, 0.956234, 0.966876, 0.955314, 0.958537, 0.955774, 0.964553, 0.961309, 0.955774, 0.958537, 0.952102, 0.961309, 0.961309, 0.962235, 0.964089, 0.950271]
Miss_counts: [22000, 23500, 25500, 24500, 19500, 30000, 27000, 23500, 17500, 24000, 22000, 23500, 19000, 21000, 23500, 22000, 25500, 20500, 20500, 20000, 19000, 26500]
Range_probabilities: [0.043245, 0.043121, 0.042955, 0.043059, 0.055274, 0.068903, 0.054482, 0.043142, 0.043622, 0.043100, 0.043245, 0.043121, 0.043517, 0.043371, 0.043121, 0.043245, 0.042955, 0.043371, 0.043371, 0.043412, 0.043496, 0.042873]
Range_scores: [0.958537, 0.955774, 0.952102, 0.954395, 1.225160, 1.527246, 1.207600, 0.956234, 0.966876, 0.955314, 0.957615, 0.955774, 0.964553, 0.961309, 0.955774, 0.958537, 0.952102, 0.961309, 0.961309, 0.962235, 0.964089, 0.950271]
Miss_counts: [22000, 23500, 25500, 24500, 19500, 30000, 27000, 23500, 17500, 24000, 22500, 23500, 19000, 21000, 23500, 22000, 25500, 20500, 20500, 20000, 19000, 26500]
Range_probabilities: [0.043247, 0.043123, 0.042957, 0.043060, 0.055277, 0.068906, 0.054484, 0.043143, 0.043623, 0.043102, 0.043206, 0.043123, 0.043519, 0.043372, 0.043123, 0.043247, 0.042957, 0.043372, 0.043372, 0.043414, 0.043498, 0.042874]
Range_scores: [0.958537, 0.955774, 0.952102, 0.954395, 1.225160, 1.527246, 1.206438, 0.956234, 0.966876, 0.955314, 0.957615, 0.955774, 0.964553, 0.961309, 0.955774, 0.958537, 0.952102, 0.961309, 0.961309, 0.962235, 0.964089, 0.950271]
Miss_counts: [22000, 23500, 25500, 24500, 19500, 30000, 27500, 23500, 17500, 24000, 22500, 23500, 19000, 21000, 23500, 22000, 25500, 20500, 20500, 20000, 19000, 26500]
Range_probabilities: [0.043250, 0.043125, 0.042959, 0.043063, 0.055280, 0.068910, 0.054435, 0.043146, 0.043626, 0.043104, 0.043208, 0.043125, 0.043521, 0.043375, 0.043125, 0.043250, 0.042959, 0.043375, 0.043375, 0.043416, 0.043500, 0.042877]
Range_scores: [0.958537, 0.955774, 0.952102, 0.954395, 1.225160, 1.527246, 1.206438, 0.956234, 0.966876, 0.955314, 0.957615, 0.955774, 0.964553, 0.961309, 0.955774, 0.958537, 0.951186, 0.961309, 0.961309, 0.962235, 0.964089, 0.950271]
Miss_counts: [22000, 23500, 25500, 24500, 19500, 30000, 27500, 23500, 17500, 24000, 22500, 23500, 19000, 21000, 23500, 22000, 26000, 20500, 20500, 20000, 19000, 26500]
Range_probabilities: [0.043251, 0.043127, 0.042961, 0.043064, 0.055282, 0.068913, 0.054437, 0.043147, 0.043628, 0.043106, 0.043210, 0.043127, 0.043523, 0.043376, 0.043127, 0.043251, 0.042920, 0.043376, 0.043376, 0.043418, 0.043502, 0.042878]
Range_scores: [0.958537, 0.955774, 0.952102, 0.954395, 1.225160, 1.527246, 1.206438, 0.956234, 0.966876, 0.955314, 0.957615, 0.955774, 0.964553, 0.961309, 0.955774, 0.958537, 0.950271, 0.961309, 0.961309, 0.962235, 0.964089, 0.950271]
Miss_counts: [22000, 23500, 25500, 24500, 19500, 30000, 27500, 23500, 17500, 24000, 22500, 23500, 19000, 21000, 23500, 22000, 26500, 20500, 20500, 20000, 19000, 26500]
Range_probabilities: [0.043253, 0.043128, 0.042963, 0.043066, 0.055284, 0.068916, 0.054439, 0.043149, 0.043629, 0.043108, 0.043212, 0.043128, 0.043525, 0.043378, 0.043128, 0.043253, 0.042880, 0.043378, 0.043378, 0.043420, 0.043504, 0.042880]
Range_scores: [0.957615, 0.955774, 0.952102, 0.954395, 1.225160, 1.527246, 1.206438, 0.956234, 0.966876, 0.955314, 0.957615, 0.955774, 0.964553, 0.961309, 0.955774, 0.958537, 0.950271, 0.961309, 0.961309, 0.962235, 0.964089, 0.950271]
Miss_counts: [22500, 23500, 25500, 24500, 19500, 30000, 27500, 23500, 17500, 24000, 22500, 23500, 19000, 21000, 23500, 22000, 26500, 20500, 20500, 20000, 19000, 26500]
Range_probabilities: [0.043213, 0.043130, 0.042964, 0.043068, 0.055287, 0.068918, 0.054442, 0.043151, 0.043631, 0.043109, 0.043213, 0.043130, 0.043526, 0.043380, 0.043130, 0.043255, 0.042882, 0.043380, 0.043380, 0.043422, 0.043505, 0.042882]
Range_scores: [0.957615, 0.955774, 0.952102, 0.954395, 1.225160, 1.527246, 1.206438, 0.956234, 0.966876, 0.955314, 0.957615, 0.955774, 0.964553, 0.961309, 0.955774, 0.958537, 0.950271, 0.961309, 0.960384, 0.962235, 0.964089, 0.950271]
Miss_counts: [22500, 23500, 25500, 24500, 19500, 30000, 27500, 23500, 17500, 24000, 22500, 23500, 19000, 21000, 23500, 22000, 26500, 20500, 21000, 20000, 19000, 26500]
Range_probabilities: [0.043215, 0.043132, 0.042966, 0.043070, 0.055289, 0.068921, 0.054444, 0.043153, 0.043633, 0.043111, 0.043215, 0.043132, 0.043528, 0.043382, 0.043132, 0.043257, 0.042884, 0.043382, 0.043340, 0.043424, 0.043507, 0.042884]
Range_scores: [0.957615, 0.955774, 0.952102, 0.954395, 1.225160, 1.527246, 1.206438, 0.956234, 0.966876, 0.955314, 0.957615, 0.955774, 0.964553, 0.961309, 0.955774, 0.958537, 0.950271, 0.960384, 0.960384, 0.962235, 0.964089, 0.950271]
Miss_counts: [22500, 23500, 25500, 24500, 19500, 30000, 27500, 23500, 17500, 24000, 22500, 23500, 19000, 21000, 23500, 22000, 26500, 21000, 21000, 20000, 19000, 26500]
Range_probabilities: [0.043217, 0.043134, 0.042968, 0.043072, 0.055291, 0.068924, 0.054446, 0.043155, 0.043635, 0.043113, 0.043217, 0.043134, 0.043530, 0.043384, 0.043134, 0.043259, 0.042885, 0.043342, 0.043342, 0.043425, 0.043509, 0.042885]
Range_scores: [0.957615, 0.955774, 0.952102, 0.953477, 1.225160, 1.527246, 1.206438, 0.956234, 0.966876, 0.955314, 0.957615, 0.955774, 0.964553, 0.961309, 0.955774, 0.958537, 0.950271, 0.960384, 0.960384, 0.962235, 0.964089, 0.950271]
Miss_counts: [22500, 23500, 25500, 25000, 19500, 30000, 27500, 23500, 17500, 24000, 22500, 23500, 19000, 21000, 23500, 22000, 26500, 21000, 21000, 20000, 19000, 26500]
Range_probabilities: [0.043219, 0.043136, 0.042970, 0.043032, 0.055293, 0.068927, 0.054448, 0.043156, 0.043637, 0.043115, 0.043219, 0.043136, 0.043532, 0.043385, 0.043136, 0.043260, 0.042887, 0.043344, 0.043344, 0.043427, 0.043511, 0.042887]
Range_scores: [0.957615, 0.955774, 0.952102, 0.952560, 1.225160, 1.527246, 1.206438, 0.956234, 0.966876, 0.955314, 0.957615, 0.955774, 0.964553, 0.961309, 0.955774, 0.958537, 0.950271, 0.960384, 0.960384, 0.962235, 0.964089, 0.950271]
Miss_counts: [22500, 23500, 25500, 25500, 19500, 30000, 27500, 23500, 17500, 24000, 22500, 23500, 19000, 21000, 23500, 22000, 26500, 21000, 21000, 20000, 19000, 26500]
Range_probabilities: [0.043220, 0.043137, 0.042972, 0.042992, 0.055296, 0.068930, 0.054451, 0.043158, 0.043638, 0.043117, 0.043220, 0.043137, 0.043534, 0.043387, 0.043137, 0.043262, 0.042889, 0.043345, 0.043345, 0.043429, 0.043513, 0.042889]
Range_scores: [0.957615, 0.955774, 0.952102, 0.952560, 1.225160, 1.527246, 1.206438, 0.956234, 0.966876, 0.955314, 0.957615, 0.955774, 0.964553, 0.961309, 0.955774, 0.958537, 0.950271, 0.960384, 0.960384, 0.961309, 0.964089, 0.950271]
Miss_counts: [22500, 23500, 25500, 25500, 19500, 30000, 27500, 23500, 17500, 24000, 22500, 23500, 19000, 21000, 23500, 22000, 26500, 21000, 21000, 20500, 19000, 26500]
Range_probabilities: [0.043222, 0.043139, 0.042973, 0.042994, 0.055298, 0.068933, 0.054453, 0.043160, 0.043640, 0.043118, 0.043222, 0.043139, 0.043535, 0.043389, 0.043139, 0.043264, 0.042891, 0.043347, 0.043347, 0.043389, 0.043514, 0.042891]
Range_scores: [0.957615, 0.955774, 0.952102, 0.952560, 1.225160, 1.527246, 1.206438, 0.956234, 0.966876, 0.955314, 0.957615, 0.955774, 0.964553, 0.961309, 0.954854, 0.958537, 0.950271, 0.960384, 0.960384, 0.961309, 0.964089, 0.950271]
Miss_counts: [22500, 23500, 25500, 25500, 19500, 30000, 27500, 23500, 17500, 24000, 22500, 23500, 19000, 21000, 24000, 22000, 26500, 21000, 21000, 20500, 19000, 26500]
Range_probabilities: [0.043224, 0.043141, 0.042975, 0.042996, 0.055300, 0.068936, 0.054455, 0.043162, 0.043642, 0.043120, 0.043224, 0.043141, 0.043537, 0.043391, 0.043099, 0.043266, 0.042893, 0.043349, 0.043349, 0.043391, 0.043516, 0.042893]
Range_scores: [0.957615, 0.955774, 0.952102, 0.952560, 1.225160, 1.527246, 1.206438, 0.956234, 0.966876, 0.955314, 0.957615, 0.955774, 0.964553, 0.960384, 0.954854, 0.958537, 0.950271, 0.960384, 0.960384, 0.961309, 0.964089, 0.950271]
Miss_counts: [22500, 23500, 25500, 25500, 19500, 30000, 27500, 23500, 17500, 24000, 22500, 23500, 19000, 21500, 24000, 22000, 26500, 21000, 21000, 20500, 19000, 26500]
Range_probabilities: [0.043226, 0.043143, 0.042977, 0.042998, 0.055303, 0.068939, 0.054458, 0.043164, 0.043644, 0.043122, 0.043226, 0.043143, 0.043539, 0.043351, 0.043101, 0.043268, 0.042894, 0.043351, 0.043351, 0.043393, 0.043518, 0.042894]
Range_scores: [0.957615, 0.955774, 0.952102, 0.952560, 1.225160, 1.527246, 1.206438, 0.955314, 0.966876, 0.955314, 0.957615, 0.955774, 0.964553, 0.960384, 0.954854, 0.958537, 0.950271, 0.960384, 0.960384, 0.961309, 0.964089, 0.950271]
Miss_counts: [22500, 23500, 25500, 25500, 19500, 30000, 27500, 24000, 17500, 24000, 22500, 23500, 19000, 21500, 24000, 22000, 26500, 21000, 21000, 20500, 19000, 26500]
